type,term,term_id,variant_of,variant_of_id,plural_of,plural_of_id,romanization_of,romanization_of_id,language_id,language,malignant_meaning,benign_meaning,is_about_nationality,nationalities/0,is_about_ethnicity,athnicities/0,is_about_religion,religions/0,is_about_gender,genders/0,is_about_orientation,orientations/0,is_about_disability,is_about_class,is_archaic,offensiveness,created_on,updated_on,athnicities/1,,,
Discrimatory,bong,NPrdBH4yV,boong,xacyvMsJp,,,,,eng,English,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",A device for ingesting marijuana,N,GB,Y,English,N,Judaism,N,male,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:02,-0001-11-30 05:17:32,,,,
Discrimatory,nigs,oUKiyYgBn,,,nig,eKrYUB34Y,,,eng,English,A black person.,,N,GB,Y,English,N,Judaism,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Hoorah Henry,dZWvcMsEE,Hooray Henry,9nUTmDahJ,,,,,eng,English,,,N,GB,N,English,N,Judaism,N,male,N,homosexual,N,Y,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,crows,CHfaCiJZv,,,crow,GbHuDRTTX,,,eng,English,"A black person, particularly a black woman.",A bird,N,GB,Y,English,N,Judaism,N,male,N,homosexual,N,N,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,trannies,qCeEWwnFi,,,tranny,234wDHXbK,,,eng,English,Plural of 'tranny',,N,GB,N,English,N,Judaism,Y,transgender,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,boonga,CoAFuYVHd,boong,xacyvMsJp,,,,,eng,English,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,N,GB,Y,English,N,Judaism,N,transgender,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:02,-0001-11-30 05:17:32,,,,
Discrimatory,nig nogs,hwpX9f8Ty,,,nig nog,husVHNjXy,,,eng,English,A black person.,,N,GB,Y,English,N,Judaism,N,transgender,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Hoorah Henrietta,oHVKQfYAf,Hooray Henrietta,DvaUpoGR4,,,,,eng,English,,,N,GB,N,English,N,Judaism,N,transgender,N,homosexual,N,Y,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Jewbacca,TnykCWFVW,,,,,,,eng,English,"A hairy person of Jewish ancestry, from the Star Wars character, Chewbacca.",,N,GB,Y,English,N,Judaism,N,transgender,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,clog wog,XsiG1dmnZ,,,,,,,eng,English,A Dutch person,,Y,NL,Y,Dutch,N,Judaism,N,transgender,N,homosexual,N,N,N,Significantly offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,tunnel diggers,TuNvgK2Wq,,,tunnel digger,ToGXxYCXT,,,eng,English,"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.",,Y,VN,Y,Vietnamese,N,Judaism,N,transgender,N,homosexual,N,N,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,bung,CYonCrdpV,boong,xacyvMsJp,,,,,eng,English,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",To break,N,VN,Y,English,N,Judaism,N,transgender,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:02,-0001-11-30 05:17:32,,,,
Discrimatory,nigars,rmPVZhQQp,,,nigar,xtZKQptsk,,,eng,English,A black person.,,N,VN,Y,English,N,Judaism,N,transgender,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,arsit,awT4TMdrZ,ars,cXj1CAKAq,,,,,eng,English,,,N,VN,N,English,N,Judaism,N,transgender,N,homosexual,N,Y,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,cocksucker,bGZYoTdLL,,,,,,,eng,English,A homosexual who engages in oral sex,Generic insult without sexual context,N,VN,N,English,N,Judaism,N,transgender,Y,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,cunts,hZNZdKGqd,,,cunt,eZQewaCMM,,,eng,English,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,N,VN,N,English,N,Judaism,Y,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,twats,UVRWGHoKc,,,twat,tosUWUuuN,,,eng,English,"An idiot or offensive person, generally male, who is being compared to female genitalia",,N,VN,N,English,N,Judaism,Y,female,N,homosexual,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,nigers,MMYg6yAht,,,niger,wbdmrzcLy,,,eng,English,A black person.,,N,VN,Y,English,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,male,,
Discrimatory,ofay,qdyagyywj,,,,,,,eng,English,"A white person, from Pig Latin for 'foe.'",,N,VN,Y,English,N,Judaism,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,male,,
Discrimatory,Congoid,gzcgheYrT,,,,,,,eng,English,Some concatenation of Congo and mongoloid,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,male,,
Discrimatory,curry munchers,bhbkqjspp,,,curry muncher,jixhGgvkt,,,eng,English,A person of East Indian origin.,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,Twinkies,RhrdUT9yC,,,Twinkie,JWxr6pqjE,,,eng,English,"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.",A dessert snack,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,bucker,nXuGZCC2B,buck,oazRCDDz4,,,,,eng,English,,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:02,-0001-11-30 05:17:32,,male,,
Discrimatory,nigettes,iwiCqfGYz,,,nigette,1k8ceNRUa,,,eng,English,A black person.,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,male,,
Discrimatory,Cushites,CaEtRzKMK,,,Cushite,uYUkNQT3T,,,eng,English,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,Ubangis,KrUhNtCvi,,,Ubangi,faLWNqMpk,,,eng,English,"A black person, particularly a black woman, from the Ubangi people of Africa",,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,buckers,fsyVeLuxT,buck,oazRCDDz4,bucker,nXuGZCC2B,,,eng,English,,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:02,-0001-11-30 05:17:32,,male,,
Discrimatory,niggas,RnzNsQJnG,,,nigga,CnxEsCFZt,,,eng,English,A black person.,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,male,,
Discrimatory,niglet,tJAjkpbqr,,,,,,,eng,English,A black child.,,N,VN,Y,African American,N,Judaism,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,male,,
Discrimatory,coonadian,BKPFftZLQ,,,,,,,eng,English,A Canadian of African descent; sometimes applied to aboriginals,,N,VN,Y,African,N,Judaism,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,male,,
Discrimatory,dagos,nssnnG4YV,,,dago,CJkrXTjcL,,,eng,English,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,N,VN,Y,Italian,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Portuguese,male,Sardinian,Spaniard
Discrimatory,uncircumcised baboons,PYyFTB3TP,,,uncircumcised baboon,UYvLHesGt,,,eng,English,A name to call the Luos ethnic group in Kenya,,N,VN,Y,Luo,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,male,,
Discrimatory,buckrette,4bpUoBuwN,buckra,PQGokddGG,,,,,eng,English,,,N,VN,Y,Luo,N,Judaism,N,female,N,homosexual,N,N,N,,16/04/2021 19:02,-0001-11-30 05:17:32,,male,,
Discrimatory,niggahs,DipBnerom,,,niggah,rxzJwUPiy,,,eng,English,A black person.,,N,,Y,,N,,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,queer,uV9BN9unC,,,,,,,eng,English,A homosexual.,Unusual,N,,N,,N,,N,,Y,homosexual,N,N,N,Moderately offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dhimmis,nCwTEKXXV,,,dhimmi,AKqNKaKBT,,,eng,English,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",,N,,N,,N,,N,,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,Uncle Toms,gcnWrXhQE,,,Uncle Tom,juzcBPWiP,,,eng,English,A black person perceived as behaving in a subservient manner to white authority figures.,A person's name,N,,Y,,N,,N,,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,buffy,ivseqdwqB,buffie,DMqKQLKso,,,,,eng,English,,,N,,Y,,N,,N,,N,homosexual,N,N,N,,16/04/2021 19:02,-0001-11-30 05:17:32,,,,
Discrimatory,niggars,LswuYgxHV,,,niggar,eEtjV1ERG,,,eng,English,A black person.,,N,,Y,,N,,N,,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,dresiarz,JFvXPhHg2,dres,XMNphDZAD,,,,,eng,English,,,N,,N,,N,,N,,N,homosexual,N,Y,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,dinges,gnPHKRayu,,,dinge,LRVhMhFxc,,,eng,English,A black person. Used in the novel 'To Kill a Mockingbird'.,,N,,Y,,N,,N,,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,Velcro heads,4PrLaJFhT,,,Velcro head,jFJJHKWXP,,,eng,English,A black person (referencing stereotypical hair type).,,N,,Y,,N,,N,,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,nigglets,nhecacMEh,,,nigglet,NoJVQAXGL,,,eng,English,A black child.,,N,,Y,,N,,N,,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Chad Thundercock,PWfBgbZun,Chad,xnp2gxqvb,,,,,eng,English,,,N,,N,,N,,Y,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,muzzie,WnEZXE8FN,,,,,,,eng,English,A Muslim.,,N,,N,,Y,Islam,N,male,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dingo fuckers,HBPWfDGqU,,,dingo fucker,Wvfkv8znb,,,eng,English,An Australian,,Y,AU,N,,N,Islam,N,male,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,wagon burners,VBhWMECMU,,,wagon burner,1t8rtDLJm,,,eng,English,A Native American person.,,N,AU,Y,,N,Islam,N,male,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,niggors,FqnJeMqxr,,,niggor,bbcbJcAah,,,eng,English,A black person.,,N,AU,Y,,N,Islam,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,redneck,uyqcdDkzU,,,,,,,eng,English,Southern laborer-class whites.,,N,AU,N,,N,Islam,N,male,N,homosexual,N,Y,N,Significantly offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,derka derka,RwMQGoPXG,,,,,,,eng,English,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,,N,AU,Y,Arabs,Y,Islam,N,male,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dinks,oCpK4Aetj,,,dink,DoDdMktJx,,,eng,English,[1] An Asian. [2] A Vietnamese person. [3] A North Vietnamese soldier or guerrilla in the Vietnam War.,,Y,VN,Y,Vietnamese,N,Islam,N,male,N,homosexual,N,N,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,WASPs,BmhuFwgZW,,,WASP,rsKqeRghi,,,eng,English,"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.",An insect,N,VN,Y,Vietnamese,Y,Christianity,N,male,N,homosexual,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,nigguhs,4iyQzZWXe,,,nigguh,mhLEvePsZ,,,eng,English,A black person.,,N,VN,Y,Vietnamese,N,Christianity,N,male,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Rico Suave,hfBPTzoeP,,,,,,,eng,English,"A person of Hispanic descent, from the singer of the same name.",,N,VN,Y,Vietnamese,N,Christianity,N,male,N,homosexual,N,N,N,Significantly offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,boong,xacyvMsJp,,,,,,,eng,English,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,N,VN,Y,English,N,Christianity,N,male,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dindu nuffin,GZFQNcbN3,,,,,,,eng,English,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",,N,VN,Y,African American,N,Christianity,N,male,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,divs,w4CxGDULQ,,,div,b9PbMN9V2,,,eng,English,An idiot,,N,VN,N,African American,N,Christianity,N,male,N,homosexual,N,Y,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,wetbacks,oyGaXtxgb,,,wetback,LJETWFEpU,,,eng,English,"A person of Latino descent, particularly a Mexican migrant laborer.",,N,VN,Y,African American,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,niggurs,TdtRqPGhi,,,niggur,ukectquek,,,eng,English,A black person.,,N,VN,Y,African American,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,dogans,YdyGC2DWk,,,dogan,MEJuxtDNE,,,eng,English,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",,Y,VN,N,African American,Y,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,wexicans,ADREDVTZV,,,wexican,ZAwTXqmuz,,,eng,English,A person of mixed Caucasian and Mexican parentage.,,Y,MX,Y,African American,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,kyke,EecHXcawA,kike,rhvgjuyvs,,,,,eng,English,"An Ashkenazi Jew. From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').",,N,MX,Y,Jews,N,Christianity,N,male,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,nigors,RnvbKXnDw,,,nigor,qxCLpNRuA,,,eng,English,A black person.,,N,MX,Y,Jews,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,fagbag,WsNjckFNF,,,,,,,eng,English,A homosexual male,,N,MX,N,Jews,N,Christianity,N,male,Y,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dot heads,iczBfyGv4,,,dot head,n6Mezkvis,,,eng,English,"A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.",,Y,IN,Y,Jews,N,Christianity,N,male,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,white niggers,HKCBnUFpE,,,white nigger,UmgCNRBsK,,,eng,English,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,Y,IE,Y,Irish,N,Christianity,N,male,N,homosexual,N,N,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,boos,BHpazbJHR,,,boo,cRtpvLdmx,,,eng,English,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",An exclamation intended to scare the listener,N,IE,Y,Irish,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,nigras,DvetHe6xZ,,,nigra,dfiFNtTXg,,,eng,English,A black person.,,N,IE,Y,Irish,N,Christianity,N,male,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,dykes,LLVHGQRWW,,,dyke,RzpNnTnGc,,,eng,English,A lesbian.,,N,IE,N,Irish,N,Christianity,Y,female,Y,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,whities,rCHocMAif,,,whitey,XDKDhqosK,,,eng,English,A Caucasian.,,N,IE,Y,Irish,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,ginzos,6unRKoDaa,,,ginzo,nTonxirUK,,,eng,English,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,Y,IT,Y,Italian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,nigres,NjesndZpw,,,nigre,e6ns4vbpX,,,eng,English,A black person.,,N,IT,Y,Italian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,cow kisser,TQzrDAbVV,,,,,,,eng,English,"A person of Indian descent, from the worship of cows.",,Y,IN,Y,Italian,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,dyke jumpers,xhRZkevep,,,dyke jumper,bTkofXZoM,,,eng,English,A person of Dutch origin.,,Y,NL,N,Italian,N,Christianity,N,female,N,homosexual,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,WICs,jbtYExwks,,,WIC,NMaxkFwFy,,,eng,English,Acronym for White Irish Catholic.,,N,NL,Y,Irish,Y,Christianity,N,female,N,homosexual,N,N,Y,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gipps,jfpBJfhMu,,,gipp,MgJaGdv4M,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,NL,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,nitchees,KAayEJiPq,,,nitchee,4byQePKcU,,,eng,English,A North American Indian (from the Algonquian word for 'friend').,,N,NL,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,eggs,bgoLB46eV,,,egg,V2jYvzcuc,,,eng,English,"Denotes white males who identify with East Asian culture, and are thus 'white on the outside and yellow on the inside'.",Organic material resulting from reproduction,N,NL,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,winks,xKnvRMyxH,,,wink,QbfgWCgsM,,,eng,English,"A Caucasian who emulates, or associates with, Chinese people.",A deliberate blink of one eye,N,NL,Y,Chinese,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gippos,LJtdgbpBz,,,gippo,XoXmgYdxj,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,NL,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,octaroons,yoeGuaksq,,,octaroon,ogRBuXbMb,,,eng,English,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,N,NL,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,hoser,aYZhMKDP1,,,,,,,eng,English,"In Canada, an unsophisticated person, Back when Hockey was played on frozen ponds and lakes the losers of the hockey game would have to hose the lakes to become clean, smooth ice.  Calling someone a â€œhoserâ€ is really just calling them a loser.  From the practice of stealing gas with a hose and siphon.",,Y,CA,N,Egyptian,N,Christianity,N,female,N,homosexual,N,Y,N,,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Jim Fish,GM4LDAeTr,,,,,,,eng,English,A black person.,,N,CA,Y,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,flipabeano,jmimxEdaa,,,,,,,eng,English,A person of Filipino and Mexican descent,,Y,MX,N,Egyptian,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,floppy,EC8TMZKuL,,,,,,,eng,English,"An African.  Etymology is variously attributed to Zimbabwe or South Africa, and may have originated from floppy hats worn by laborers or the action of flopping down dead when shot.",,N,MX,Y,African,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,eh holes,C7dZniGdL,,,eh hole,HFGiZVY7T,,,eng,English,A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.,,Y,CA,N,African,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,wogs,ahsBzkg8F,,,wog,LxQZJ2AXR,,,eng,English,"A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).",,Y,AL,Y,Albanian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Croat,,,
Discrimatory,gook eyes,mgXobWTTM,,,gook eye,ZPZVtCMzp,,,eng,English,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,N,AL,Y,Korean,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,pancake faces,osehcxVzz,,,pancake face,CXGVLmcrZ,,,eng,English,An Asian person.,,N,AL,Y,Korean,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,cab nigger,9zoRjLURJ,,,,,,,eng,English,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",,N,AL,Y,Korean,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,mongoloid,eujf4poNy,,,,,,,eng,English,"[1] A person with Down syndrome [2] An indigenous person from Asia, Polynesia, or the Americas.",,N,AL,Y,Asian,N,Christianity,N,female,N,homosexual,Y,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,Aboriginal,,,
Discrimatory,eight balls,cCyoTAUzW,,,eight ball,3CQ1E6ZCG,,,eng,English,A black person.,A billiards ball,N,AL,Y,Asian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Aboriginal,,,
Discrimatory,wops,wdYTRZJba,,,wop,DQpht6HXa,,,eng,English,"A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.",,Y,IT,N,Asian,N,Christianity,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 19:00,-0001-11-30 05:17:32,Aboriginal,,,
Discrimatory,greasers,TCrfPUyjR,,,greaser,rGXAAzLPY,,,eng,English,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,Y,IT,Y,Italian,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
