type,term,term_id,variant_of,variant_of_id,plural_of,plural_of_id,romanization_of,romanization_of_id,language_id,language,malignant_meaning,benign_meaning,is_about_nationality,nationalities/0,is_about_ethnicity,athnicities/0,is_about_religion,religions/0,is_about_gender,genders/0,is_about_orientation,orientations/0,is_about_disability,is_about_class,is_archaic,offensiveness,created_on,updated_on,athnicities/1,,,
Discrimatory,gubba,URFZVmxvE,gub,c9HupjqpF,,,,,eng,English,"In Australia, Aboriginal pejorative term for white people.",,N,DO,Y,Vietnamese,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,white chocolate,zEAUXTWcx,,,,,,,eng,English,[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.,A chocolate derivative,N,DO,Y,Vietnamese,N,Christianity,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,moss eater,FvaM7KWmK,,,,,,,eng,English,Pacific Northwest term for poor or disenfrancised white people.,,N,DO,Y,Vietnamese,N,Christianity,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,lipstick lesbian,WnYKYCCeK,,,,,,,eng,English,A lesbian with visible femininity,,N,DO,N,Vietnamese,N,Christianity,N,female,Y,homosexual,N,N,N,,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,African catfishes,jUmctyjxV,,,African catfish,TXUUuXyC9,,,eng,English,Referring to Muslims in Myanmar as an invasive species,,N,DO,Y,Vietnamese,Y,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,Peppers,QcNEdctsW,,,Pepper,CyDvarYFa,,,eng,English,"A French Canadian or Quebecois, derived from the Anglo-Canadian jibe that their stereotypically bad dental hygiene was due to drinking Pepsi or Dr Pepper for breakfast.",A plant,Y,CA,Y,French,N,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pommy,gVTupsMqv,pom,FfqeBVBrN,,,,,eng,English,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,Y,GB,N,French,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,6 gorillion,4uGCjbXQP,,,,,,,eng,English,A nonsensical number used by Neo-Nazis to claim that the Holocaust was faked.,,N,GB,Y,Jews,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,Africoons,wXUhdZTeU,,,Africoon,mh3khvkFw,,,eng,English,Combination of African and 'coon'.,,N,GB,Y,Jews,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pickaninnys,NwGoktieL,,,pickaninny,WjwwFNzhK,,,eng,English,Black children.,,N,GB,Y,Jews,N,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pommie,p9KRLMYAV,pom,FfqeBVBrN,,,,,eng,English,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,Y,GB,N,Jews,N,Islam,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,suntan,NaMs1aeAf,,,,,,,eng,English,A black person.,A darkening of skin pigmentation due to exposure to the sun,N,GB,Y,Jews,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,shanty Irish,hKh7hmJjb,,,,,,,eng,English,A poor or disenfranchised person of Irish descent.,,Y,IE,Y,Irish,N,Islam,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Afro-Saxons,UGXnXQFzj,,,Afro-Saxon,RJB9FBWeL,,,eng,English,Caucasian person who 'acts black',,N,IE,Y,Irish,N,Islam,N,female,N,homosexual,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,picaninnies,QHVhYfwLo,,,pickaninny,WjwwFNzhK,,,eng,English,,,N,IE,Y,African American,N,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,eshays,hbfmhdJGe,,,eshay,mcXswr4uw,,,eng,English,"In Australia, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,Y,AU,N,African American,N,Islam,N,female,N,homosexual,N,Y,N,Significantly offensive,16/04/2021 19:01,-0001-11-30 05:17:32,,,,
Discrimatory,pohm,jMLrKnBWF,pom,FfqeBVBrN,,,,,eng,English,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,Y,GB,N,African American,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,ice nigger,wsgWWUecr,,,,,,,eng,English,A black Canadian.,,Y,CA,Y,African American,N,Islam,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,harambe,kvadzvbyE,,,,,,,eng,English,racist word for a dark complected person,Western lowland gorilla at Cincinnati Zoo and Botanical Gardens,N,CA,Y,African American,N,Islam,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,toff,ceMuhqBXt,,,,,,,eng,English,A person of aristocratic background who exudes an air of superiority,,N,CA,N,African American,N,Islam,N,female,N,homosexual,N,Y,N,,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Ahabs,iHmdajYpe,,,Ahab,eKjnwdAWf,,,eng,English,From Moby-Dick. Ahab hunted the white whale.,,N,CA,N,African American,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pikeys,4FMNCFHxQ,,,pikey,BTP9cEADP,,,eng,English,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,,Y,IE,Y,Irish,N,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pommie grant,ovwx8CeaT,pom,FfqeBVBrN,,,,,eng,English,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,Y,GB,N,Irish,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Hooray Henry,9nUTmDahJ,,,,,,,eng,English,A boorish upper class person,,N,GB,N,Irish,N,Islam,N,female,N,homosexual,N,Y,N,Mildly offensive or inoffensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,albinos,BrBUnMaCd,,,albino,MEoVkG6hU,,,eng,English,A Caucasian person.,One who is born with an absence of skin and hair pigmentation,N,GB,Y,Irish,N,Islam,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pineapple niggers,UPR8apvEf,,,pineapple nigger,DFLHsRyfP,,,eng,English,A person of Hawaiian descent.,,N,GB,Y,Hawaiian,N,Islam,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,ginzo,nTonxirUK,guinea,fCdabkkZi,,,,,eng,English,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,Y,IT,Y,Italian,N,Islam,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,WASP,rsKqeRghi,,,,,,,eng,English,"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.",An insect,N,IT,Y,Italian,Y,Christianity,N,female,N,homosexual,N,N,N,Moderately offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,negro,yNmEoHgLy,,,,,,,eng,English,[English][Italian] A black person.,,N,IT,Y,African,N,Christianity,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Hooray Henrietta,DvaUpoGR4,,,,,,,eng,English,A boorish upper class person,,N,IT,N,African,N,Christianity,N,female,N,homosexual,N,Y,N,,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Americoons,1bnNJs9cU,,,Americoon,muCqwyKQ1,,,eng,English,Combination of American and 'coon',,N,IT,Y,African,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,ping pangs,JECMQVVY4,,,ping pang,svgTvdQKt,,,eng,English,A person of Asian descent.,,N,IT,Y,African,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,ghetto monkey,ELz8RFFb8,porch monkey,nwjWmD4NR,,,,,eng,English,,,N,IT,Y,African American,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,coon,kmwwzwdnd,,,,,,,eng,English,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",,N,IT,Y,African American,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,kike,rhvgjuyvs,,,,,,,eng,English,"An Ashkenazi Jew (though typically generalized to all Jews). From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').",,N,IT,Y,Jews,Y,Judaism,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Sloane Ranger,PpmTQyCLA,,,,,,,eng,English,A fashionable upper class person,,N,IT,N,Jews,N,Judaism,N,female,N,homosexual,N,Y,N,,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Amos,TowNtokvf,,,Amo,HZegXxQbW,,,eng,English,An Amish person.,,N,IT,N,Jews,Y,Christianity,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pintos,pccrefssd,,,pinto,wMDYQmxeo,,,eng,English,One who has both a Caucasian parent and a Native American parent.,[1] A type of bean [2] A type of car,N,IT,Y,Jews,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,proddy dog,dvxKcgbgh,prod,cnfoxawsE,,,,,eng,English,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,N,IT,N,Jews,Y,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,jungle bunny,wworAvhhd,,,,,,,eng,English,A black person.,,N,IT,Y,Jews,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,MTN,hXHFZwkBs,,,,,,,eng,English,"A Dinka or of South Sudan ancestry, from the telecommunications network which is ubiquitous in Africa",[1] South African telecommunications company [2] Timezone,N,IT,Y,Dinka,N,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,anchor babies,BMgheXMUo,,,anchor baby,ynbfxrZHE,,,eng,English,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",,N,IT,Y,Dinka,N,Christianity,N,female,N,homosexual,N,N,N,Significantly offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,plastic paddies,NfouJVDcG,,,plastic paddy,gwDEkpHFX,,,eng,English,A non-Irish person who claims to be Irish.,,Y,IT,Y,Irish,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,proddywoddy,kx2QkYrdh,prod,cnfoxawsE,,,,,eng,English,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,N,IT,N,Irish,Y,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,darky,dpobaNtLV,,,,,,,eng,English,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,N,IT,Y,Irish,N,Christianity,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,jigga,TRWYCthDb,,,,,,,eng,English,"Abbreviation of jiggaboo or jigabo, a slur for people of African descent",Ecstasy pill,N,IT,Y,African American,N,Christianity,N,female,N,homosexual,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Angies,BJsRLmWgG,,,Angie,QVCkrfvNG,,,eng,English,"Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.",A person's name,N,IT,Y,English,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pogues,UwWGuAJPy,,,pogue,KgfX8ehkM,,,eng,English,A person of Irish descent.,,Y,IE,Y,Irish,N,Christianity,N,female,N,homosexual,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,proddywhoddy,A4jZPDXvt,prod,cnfoxawsE,,,,,eng,English,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,N,IE,N,Irish,Y,Christianity,N,female,N,homosexual,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,,,,
Discrimatory,Anglos,JKrVgGhQ6,,,Anglo,hrnmCzyoj,,,eng,English,"A Caucasian, particularly an American",,N,IE,Y,Irish,N,Christianity,N,female,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pointy heads,JUAKAQJkw,,,pointy head,GDnpH6NLe,,,eng,English,A person of Asian descent.,,N,,Y,,N,,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gyppie,mvftjcJYp,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,,Y,Egyptian,N,,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,timber nigger,eszCTzMgc,,,,,,,eng,English,A Native American.,,N,,Y,Egyptian,N,,N,,N,,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,hebe,UohCjWYte,,,,,,,eng,English,"A Jewish person, derived from the word 'Hebrew'.",A type of shrub,N,,Y,Jews,Y,Judaism,N,,N,,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,Anns,WXRUbgZGn,,,Ann,epiNGNxBw,,,eng,English,"A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.",A person's name,N,,Y,Jews,N,Judaism,N,,N,,N,N,N,Significantly offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,polacks,mUFdtamUe,,,polack,YoFWmXsKM,,,eng,English,"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).",,Y,PL,N,Jews,N,Judaism,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gyp,MW1CFPY9C,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,PL,Y,Egyptian,N,Judaism,N,,N,,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Jihadi,FUqsyAfJW,,,,,,,eng,English,A Muslim.,One who engages in Jihad,N,PL,Y,Egyptian,Y,Islam,N,,N,,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,gub,c9HupjqpF,,,,,,,eng,English,"In Australia, Aboriginal pejorative term for white people.",,N,PL,Y,Egyptian,N,Islam,N,,N,,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Annies,rAJ6KLGGX,,,Ann,epiNGNxBw,,,eng,English,,,N,PL,Y,European,N,Islam,N,,N,,N,N,N,Mildly offensive or inoffensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,pollos,NvnWuV4Tm,,,pollo,wNzkZfykp,,,eng,English,"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.",,N,PL,Y,European,N,Islam,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gypo,EvjUvTKWY,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,PL,Y,Egyptian,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,towel head,JFZHtiCxV,raghead,WBVi4TCZP,,,,,eng,English,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,N,PL,Y,Egyptian,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,jigger,GG6AiHUGN,,,,,,,eng,English,"Variant of jiggaboo or jigabo, referring to a person of African descent.",A type of movement,N,PL,Y,African American,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,African,,,
Discrimatory,shit heel,MPvGQaCKf,,,,,,,eng,English,A black servant.,"Generic insult comparable to ""shit head""",N,PL,Y,African,N,Islam,N,,N,,N,N,Y,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,,,,
Discrimatory,apes,cpB3jmRvt,,,ape,JNZWKsY8Z,,,eng,English,A black person,A primate,N,PL,Y,African,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,poms,rqbDshztx,,,pom,FfqeBVBrN,,,eng,English,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,Y,GB,N,African,N,Islam,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,,,,
Discrimatory,gipp,MgJaGdv4M,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,diaper head,rFddVTnqW,raghead,WBVi4TCZP,,,,,eng,English,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,carpet pilot,nezMjog4p,,,,,,,eng,English,"A person of Arabic descent, from Aladdin and his magic carpet.",,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,apples,hiALwEKZh,,,apple,qEMKwDARB,,,eng,English,"An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.",A fruit,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,popolos,skw6uyHaQ,,,popolo,ncLehGiyt,,,eng,English,Used in Hawaii to denote a black person.,,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,gippo,XoXmgYdxj,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,retarded,bmwngwkYn,retard,tshPEyszb,,,,,eng,English,"A disabled person, from 'retarded'.",,N,GB,N,Egyptian,N,Islam,N,,N,,Y,N,N,Significantly offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Velcro head,jFJJHKWXP,,,,,,,eng,English,A black person (referencing stereotypical hair type).,,N,GB,Y,Egyptian,N,Islam,N,,N,,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,papist,xtofRhhwf,,,,,,,eng,English,"A Roman Catholic person, usually Irish Catholic.",,N,GB,N,Egyptian,Y,Christianity,N,,N,,N,N,N,Extremely offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,closet fag,hbrWoybed,,,,,,,eng,English,A person accused of being an homosexual,,N,GB,N,Egyptian,N,Christianity,N,,Y,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Argies,FJUiWTboh,,,Argie,wchyGVfQc,,,eng,English,An Argentinian.,,Y,AR,N,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,poppadoms,idZczDVgw,,,poppadom,kCrWRwQWT,,,eng,English,Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).,,N,AR,Y,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,gyppy,F4sujznAW,gyppo,QnBBQgyZv,,,,,eng,English,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,N,AR,Y,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,tard,DenqRwCCf,retard,tshPEyszb,,,,,eng,English,Abbreviation of the term 'retard',,N,AR,N,Egyptian,N,Christianity,N,,N,homosexual,Y,N,N,Very offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
Discrimatory,moon cricket,upUBpPQdf,,,,,,,eng,English,A black person,,N,AR,Y,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,Very offensive,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,skeet,AXj4nzxuq,,,,,,,eng,English,Lower class youth,,N,AR,N,Egyptian,N,Christianity,N,,N,homosexual,N,Y,N,,16/04/2021 18:59,-0001-11-30 05:17:32,Romani,,,
Discrimatory,Armos,ecvAKUxqE,,,Armo,Wb9TPimHD,,,eng,English,A person of Armenian descent.,,N,AR,Y,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,porch monkeys,rmt9Uy3qa,,,porch monkey,nwjWmD4NR,,,eng,English,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,,N,AR,Y,Egyptian,N,Christianity,N,,N,homosexual,N,N,N,Extremely offensive,16/04/2021 19:00,-0001-11-30 05:17:32,Romani,,,
Discrimatory,tarded,pMFzGLnJM,retarded,bmwngwkYn,,,,,eng,English,Abbreviation of the term 'retarded',,N,AR,N,Egyptian,N,Christianity,N,,N,homosexual,Y,N,N,Extremely offensive,16/04/2021 19:03,-0001-11-30 05:17:32,Romani,,,
